"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Search Keywords","Page Title","Meta Keywords","Meta Description","Product Condition","Show Product Condition?","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Tax Provider Tax Code","Product Custom Fields"
"  Rule",12607,,,Rooster-1-16,,,,,,[FIXED]35,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12608,,,Rooster-1-16-1,,,,,,[FIXED]40,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12609,,,Rooster-1-16-1-1,,,,,,[FIXED]50,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12610,,,Rooster-1-10,,,,,,[FIXED]32,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
Product,595,"Rooster Mandala ONE PIECE",P,RoosterMandala-1,,"One Piece New Lumber Signs",,Right,"<p>One Piece - not planked</p>",30.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Wood Projects/One Piece Signs/Mandala",1412,b/345/Slide8__70845.JPG,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mandala One Piece","Mandala One Piece Signs",,,New,N,0,"Default Tax Class",,N,/rooster-mandala-one-piece/,,,,,,,,,,,,N,,
"  SKU",8343,"[S]Board Size=16x16",,RoosterMandala-1-16,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8344,"[S]Board Size=16x24",,RoosterMandala-1-16-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8345,"[S]Board Size=16x36",,RoosterMandala-1-16-1-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8346,"[S]Board Size=10x24",,RoosterMandala-1-10,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8347,"[S]Board Size=10x10",,RoosterMandala-1-10-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12602,,,RoosterMandala-1-16,,,,,,[FIXED]35,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12603,,,RoosterMandala-1-16-1,,,,,,[FIXED]40,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12604,,,RoosterMandala-1-16-1-1,,,,,,[FIXED]50,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12605,,,RoosterMandala-1-10,,,,,,[FIXED]32,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
Product,596,"Elephant Mother and Baby Hearts Mandala ONE PIECE",P,ElephantMother-1,,"One Piece New Lumber Signs",,Right,"<p>One Piece - not planked</p>",30.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Wood Projects/One Piece Signs/Mandala",1413,z/820/Slide8__13264.JPG,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mandala One Piece","Mandala One Piece Signs",,,New,N,0,"Default Tax Class",,N,/elephant-mother-and-baby-hearts-mandala-one-piece/,,,,,,,,,,,,N,,
"  SKU",8313,"[S]Board Size=16x16",,ElephantMother-1-16,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8314,"[S]Board Size=16x24",,ElephantMother-1-16-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8315,"[S]Board Size=16x36",,ElephantMother-1-16-1-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8316,"[S]Board Size=10x24",,ElephantMother-1-10,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8317,"[S]Board Size=10x10",,ElephantMother-1-10-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12572,,,ElephantMother-1-16,,,,,,[FIXED]35,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12573,,,ElephantMother-1-16-1,,,,,,[FIXED]40,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12574,,,ElephantMother-1-16-1-1,,,,,,[FIXED]50,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12575,,,ElephantMother-1-10,,,,,,[FIXED]32,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
Product,597,"Abigail Quilt ONE PIECE",P,AbigailQuilt-1,,"One Piece New Lumber Signs",,Right,"<p>One Piece - not planked</p>",30.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Wood Projects/One Piece Signs/Barn Quilts",1414,a/159/Abigail_Quilt_ONE_PIECE__82582.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barn Quilt One Piece","Barn Quilt One Piece Signs",,,New,N,0,"Default Tax Class",,N,/abigail-quilt-one-piece/,,,,,,,,,,,,N,,
"  SKU",8338,"[S]Board Size=16x16",,AbigailQuilt-1-16,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8339,"[S]Board Size=16x24",,AbigailQuilt-1-16-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8340,"[S]Board Size=16x36",,AbigailQuilt-1-16-1-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8341,"[S]Board Size=10x24",,AbigailQuilt-1-10,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8342,"[S]Board Size=10x10",,AbigailQuilt-1-10-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12597,,,AbigailQuilt-1-16,,,,,,[FIXED]35,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12598,,,AbigailQuilt-1-16-1,,,,,,[FIXED]40,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12599,,,AbigailQuilt-1-16-1-1,,,,,,[FIXED]50,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12600,,,AbigailQuilt-1-10,,,,,,[FIXED]32,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
Product,598,"Alice Star Quilt ONE PIECE",P,AliceStarQuilt-1,,"One Piece New Lumber Signs",,Right,"<p>One Piece - not planked</p>",30.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Wood Projects/One Piece Signs/Barn Quilts",1415,p/008/Alice_Star_Quilt_ONE_PIECE__55356.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barn Quilt One Piece","Barn Quilt One Piece Signs",,,New,N,0,"Default Tax Class",,N,/alice-star-quilt-one-piece/,,,,,,,,,,,,N,,
"  SKU",8333,"[S]Board Size=16x16",,AliceStarQuilt-1-16,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8334,"[S]Board Size=16x24",,AliceStarQuilt-1-16-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8335,"[S]Board Size=16x36",,AliceStarQuilt-1-16-1-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8336,"[S]Board Size=10x24",,AliceStarQuilt-1-10,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8337,"[S]Board Size=10x10",,AliceStarQuilt-1-10-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12592,,,AliceStarQuilt-1-16,,,,,,[FIXED]35,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12593,,,AliceStarQuilt-1-16-1,,,,,,[FIXED]40,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12594,,,AliceStarQuilt-1-16-1-1,,,,,,[FIXED]50,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12595,,,AliceStarQuilt-1-10,,,,,,[FIXED]32,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
Product,599,"Aztec Diamond Quilt ONE PIECE",P,AztecDiamond-1,,"One Piece New Lumber Signs",,Right,"<p>One Piece - not planked</p>",30.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Wood Projects/One Piece Signs/Barn Quilts",1416,u/157/Aztec_Diamond_Quilt_ONE_PIECE__65802.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barn Quilt One Piece","Barn Quilt One Piece Signs",,,New,N,0,"Default Tax Class",,N,/aztec-diamond-quilt-one-piece/,,,,,,,,,,,,N,,
"  SKU",8328,"[S]Board Size=16x16",,AztecDiamond-1-16,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8329,"[S]Board Size=16x24",,AztecDiamond-1-16-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8330,"[S]Board Size=16x36",,AztecDiamond-1-16-1-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8331,"[S]Board Size=10x24",,AztecDiamond-1-10,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8332,"[S]Board Size=10x10",,AztecDiamond-1-10-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12587,,,AztecDiamond-1-16,,,,,,[FIXED]35,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12588,,,AztecDiamond-1-16-1,,,,,,[FIXED]40,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12589,,,AztecDiamond-1-16-1-1,,,,,,[FIXED]50,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12590,,,AztecDiamond-1-10,,,,,,[FIXED]32,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
Product,600,"Blueberry Hill Quilt ONE PIECE",P,BlueberryHillQuilt-1,,"One Piece New Lumber Signs",,Right,"<p>One Piece - not planked</p>",30.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Wood Projects/One Piece Signs/Barn Quilts",1417,d/822/Blueberry_Hill_ONE_PIECE__97886.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barn Quilt One Piece","Barn Quilt One Piece Signs",,,New,N,0,"Default Tax Class",,N,/blueberry-hill-quilt-one-piece/,,,,,,,,,,,,N,,
"  SKU",8323,"[S]Board Size=16x16",,BlueberryHillQuilt-1-16,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8324,"[S]Board Size=16x24",,BlueberryHillQuilt-1-16-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8325,"[S]Board Size=16x36",,BlueberryHillQuilt-1-16-1-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8326,"[S]Board Size=10x24",,BlueberryHillQuilt-1-10,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8327,"[S]Board Size=10x10",,BlueberryHillQuilt-1-10-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12582,,,BlueberryHillQuilt-1-16,,,,,,[FIXED]35,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12583,,,BlueberryHillQuilt-1-16-1,,,,,,[FIXED]40,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12584,,,BlueberryHillQuilt-1-16-1-1,,,,,,[FIXED]50,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",12585,,,BlueberryHillQuilt-1-10,,,,,,[FIXED]32,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
Product,601,"Home Sweet Home Quilt ONE PIECE",P,HomeSweetHome-1,,"One Piece New Lumber Signs",,Right,"<p>One Piece - not planked</p>",30.00,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Wood Projects/One Piece Signs/Barn Quilts",1418,t/617/Home_Sweet_Home_ONE_PIECE__53738.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barn Quilt One Piece","Barn Quilt One Piece Signs",,,New,N,0,"Default Tax Class",,N,/home-sweet-home-quilt-one-piece/,,,,,,,,,,,,N,,
"  SKU",8318,"[S]Board Size=16x16",,HomeSweetHome-1-16,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8319,"[S]Board Size=16x24",,HomeSweetHome-1-16-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8320,"[S]Board Size=16x36",,HomeSweetHome-1-16-1-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8321,"[S]Board Size=10x24",,HomeSweetHome-1-10,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",8322,"[S]Board Size=10x10",,HomeSweetHome-1-10-1,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12577,,,HomeSweetHome-1-16,,,,,,[FIXED]35,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
